Train data done.
[还, AD, DP:advmod, DPW:当, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[环境, NN, DP:nsubj, DPW:对, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[暗, AD, DP:advmod, DPW:对, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[时, AD, DP:advmod, DPW:对, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[对, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[焦, NN, DP:nn, DPW:困难, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[困难, NN, DP:dobj, DPW:对, DPPOS:VV, OP:NEG, EM:NONE] >> KEY:OP KEY:OP
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[2, CD, DP:dep, DPW:不好, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[挂绳, NN, DP:nn, DPW:位置, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[位置, NN, DP:nsubj, DPW:不好, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[设计, NN, DP:nsubj, DPW:不好, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[得, VV, DP:mmod, DPW:不好, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不好, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[不, AD, DP:neg, DPW:利于, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[利于, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[单手操作, NN, DP:dobj, DPW:利于, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:OP $$$$$$
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[3, CD, DP:dep, DPW:聊, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[录像, NN, DP:nn, DPW:时间, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[时间, NN, DP:nsubj, DPW:短, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[太, AD, DP:advmod, DPW:短, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[短, VA, DP:dep, DPW:聊, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[聊, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[胜, VV, DP:dep, DPW:聊, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[于, P, DP:prep, DPW:胜, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[无, NN, DP:pobj, DPW:于, DPPOS:P, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[而且, CC, DP:cc, DPW:聊, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[没有, VE, DP:dep, DPW:聊, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[声音, NN, DP:dobj, DPW:没有, DPPOS:VE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[4, CD, DP:dep, DPW:嫌, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[菜单操作, NN, DP:nsubj, DPW:嫌, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[稍, AD, DP:advmod, DPW:嫌, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[嫌, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[复杂, VA, DP:ccomp, DPW:嫌, DPPOS:VV, OP:NEG, EM:NONE] >> KEY:OP KEY:OP
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[5, CD, DP:dep, DPW:防, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[红眼, JJ, DP:amod, DPW:现象, DPPOS:NN, OP:NONE, EM:NEG] >> KEY:ATTR KEY:ATTR
[现象, NN, DP:nsubj, DPW:防, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[严重, VA, DP:dep, DPW:防, DPPOS:VV, OP:NEG, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[有时, AD, DP:advmod, DPW:防, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[用, VV, DP:mmod, DPW:防, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[防, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[红眼, NN, DP:nn, DPW:功能, DPPOS:NN, OP:NONE, EM:NEG] >> KEY:ATTR KEY:ATTR
[功能, NN, DP:dobj, DPW:防, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[也, AD, DP:advmod, DPW:防止, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不能, AD, DP:neg, DPW:防止, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[完全, AD, DP:advmod, DPW:防止, DPPOS:VV, OP:POS, EM:NONE] >> KEY:NONE KEY:NONE
[防止, VV, DP:dep, DPW:防, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[6, CD, DP:dep, DPW:耗电, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[耗电, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:OP $$$$$$
[大, VA, DP:ccomp, DPW:耗电, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[有时, AD, DP:advmod, DPW:支持, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[只, AD, DP:advmod, DPW:支持, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[能, VV, DP:mmod, DPW:支持, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[支持, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:POS] >> KEY:NONE KEY:NONE
[半, CD, DP:nummod, DPW:天, DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[天, M, DP:range, DPW:支持, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[但, AD, DP:advmod, DPW:充电, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[充电, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[快, VA, DP:dep, DPW:充电, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[便宜, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[又, CC, DP:cc, DPW:便宜, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[好, VA, DP:dep, DPW:便宜, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[用, VV, DP:dep, DPW:便宜, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$

[时尚, NN, DP:NONE, DPW:NONE, DPPOS:NONE, OP:POS, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[NIKON, NN, DP:nsubj, DPW:赚钱, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[赚钱, VA, DP:rcmod, DPW:理念, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[的, DEC, DP:cpm, DPW:赚钱, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[理念, NN, DP:nsubj, DPW:开始, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[开始, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[变化, NN, DP:dobj, DPW:开始, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[旋转, JJ, DP:amod, DPW:镜头, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[镜头, NN, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[方便, VA, DP:NONE, DPW:NONE, DPPOS:NONE, OP:POS, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[手, NN, DP:nsubj, DPW:指, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[指, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[很, AD, DP:advmod, DPW:摸, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[容易, AD, DP:advmod, DPW:摸, DPPOS:VV, OP:POS, EM:NONE] >> KEY:NONE KEY:NONE
[摸, VV, DP:ccomp, DPW:指, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
[脏, NN, DP:nn, DPW:镜头, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
[镜头, NN, DP:dobj, DPW:摸, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[数码, JJ, DP:amod, DPW:玩具, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[玩具, NN, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[女, JJ, DP:amod, DPW:孩子, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[孩子, NN, DP:nsubj, DPW:喜欢, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:ATTR $$$$$$
[喜欢, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:POS] >> KEY:OP KEY:OP
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[成像, NN, DP:nsubj, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[好, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[外观, NN, DP:nn, DPW:时尚, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[时尚, NN, DP:nsubj, DPW:小, DPPOS:VA, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[体积, NN, DP:nsubj, DPW:小, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[小, VA, DP:dep, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[巧, VA, DP:comod, DPW:小, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[使用, NN, DP:nsubj, DPW:方便, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[方便, VA, DP:dep, DPW:好, DPPOS:VA, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[作为, P, DP:prep, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[家庭, NN, DP:pobj, DPW:作为, DPPOS:P, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[使用, VV, DP:mmod, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[是, VC, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[一, CD, DP:nummod, DPW:部, DPPOS:M, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[部, M, DP:clf, DPW:相机, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不错, VA, DP:rcmod, DPW:相机, DPPOS:NN, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[的, DEC, DP:cpm, DPW:不错, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[相机, NN, DP:attr, DPW:是, DPPOS:VC, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[很多, CD, DP:nsubj, DPW:拉, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[性, NN, DP:nsubj, DPW:拉, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[价, NN, DP:dep, DPW:拉, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[比, P, DP:prep, DPW:拉, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[拉, VV, DP:pccomp, DPW:比, DPPOS:P, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[微, AD, DP:advmod, DPW:距, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[距, VV, DP:dep, DPW:拉, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[拉, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[., PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[., PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[., PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[到底, AD, DP:advmod, DPW:低端, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[还是, AD, DP:advmod, DPW:低端, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[低端, VA, DP:rcmod, DPW:机器, DPPOS:NN, OP:NEG, EM:NONE] >> KEY:OP KEY:OP
[的, DEC, DP:cpm, DPW:低端, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[机器, NN, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR

[\, AD, DP:advmod, DPW:不错, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不错, VA, DP:rcmod, DPW:机器, DPPOS:NN, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[不错, VA, DP:comod, DPW:不错, DPPOS:VA, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[非常, AD, DP:advmod, DPW:受, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[受, VV, DP:dep, DPW:不错, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[用户, NN, DP:nn, DPW:欢迎, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:OP KEY:NONE $$$$$$
[欢迎, NN, DP:dobj, DPW:受, DPPOS:VV, OP:NONE, EM:POS] >> KEY:OP KEY:OP
[的, DEC, DP:cpm, DPW:不错, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[机器, NN, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR

[不用, AD, DP:neg, DPW:说, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[说, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[了, AS, DP:asp, DPW:说, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[微, AD, DP:advmod, DPW:距, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[距, VV, DP:rcmod, DPW:时候, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[的, DEC, DP:cpm, DPW:距, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[时候, NN, DP:nsubj, DPW:慢, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[对, P, DP:prep, DPW:慢, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[焦, NN, DP:pobj, DPW:对, DPPOS:P, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[慢, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP

[不错, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[来, VV, DP:dep, DPW:不错, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[张, NR, DP:dobj, DPW:来, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[微, AD, DP:advmod, DPW:距, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[距, VV, DP:conj, DPW:来, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[微, AD, DP:advmod, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[距, VV, DP:mmod, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[和, P, DP:prep, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[夜景, NN, DP:pobj, DPW:和, DPPOS:P, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[很, AD, DP:advmod, DPW:好, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[好, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[色彩, NN, DP:nn, DPW:艳丽, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[艳丽, NN, DP:dep, DPW:好, DPPOS:VA, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[性, NN, DP:nn, DPW:价, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[价, NN, DP:nsubj, DPW:高, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[比, VV, DP:mmod, DPW:高, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[很, AD, DP:advmod, DPW:高, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[高, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP

[镜头, NN, DP:nn, DPW:时候, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[旋转, JJ, DP:assmod, DPW:时候, DPPOS:NN, OP:NONE, EM:NONE] >> KEY:ATTR KEY:NONE $$$$$$
[的, DEG, DP:assm, DPW:旋转, DPPOS:JJ, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[时候, NN, DP:nsubj, DPW:方便, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不, AD, DP:neg, DPW:方便, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[方便, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[夜景, NN, DP:lobj, DPW:时, DPPOS:LC, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[时, LC, DP:loc, DPW:显示, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[液晶, AD, DP:advmod, DPW:显示, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[显示, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:ATTR KEY:ATTR
[不, AD, DP:neg, DPW:清楚, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[清楚, VA, DP:ccomp, DPW:显示, DPPOS:VV, OP:POS, EM:NONE] >> KEY:OP KEY:OP
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[很, AD, DP:advmod, DPW:难, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[难, VA, DP:dep, DPW:清楚, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:OP $$$$$$
[看清楚, VV, DP:dep, DPW:难, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:OP $$$$$$
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[只, AD, DP:advmod, DPW:看, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[能够, VV, DP:mmod, DPW:看, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[看, VV, DP:dep, DPW:清楚, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[大概, AD, DP:advmod, DPW:看, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[的确, AD, DP:advmod, DPW:错, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[不, AD, DP:neg, DPW:错, DPPOS:VA, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[错, VA, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:OP KEY:OP
[。, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE

[现在, NT, DP:tmod, DPW:要, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[只, AD, DP:advmod, DPW:要, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[要, VV, DP:root, DPW:ROOT, DPPOS:ROOT, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[1750, CD, DP:range, DPW:要, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[，, PU, DP:NONE, DPW:NONE, DPPOS:NONE, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[还有, AD, DP:advmod, DPW:套, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
[皮, NN, DP:nsubj, DPW:套, DPPOS:VV, OP:NONE, EM:NONE] >> KEY:NONE KEY:NONE
